ID,Название,Цена,Старая цена,Описание,Категория,Фото 1,Фото 2,Фото 3,Фото 4,Фото 5,Ссылка на товар,СтраницаВК,Ширина,Глубина,Высота,Вес,Подборкa 1,Подборкa 2
613658,Комплект на выписку 'Корона',2 900 ?,0.00,"Цена лето 2900/осень-весна 2950/ зима 3000
В комплект входит:
• Одеяло стеганное с рюшей: размер 100х100. Состав: велюр/флис,Наполнитель: синтепон  бязь.
• Бант на резинке 
• Шапочка велюровая/флисовая на синтепоне, с трикотажным подкладом
• Трикотажный набор: пеленка, распашонка, чепчик, ползунки.

#комплект_на_выписку_корона
#т1",Малышам и родителям,https://sun9-47.userapi.com/c837724/v837724344/2a06e/xc9VsNbc_Xs.jpg,https://sun9-26.userapi.com/c837724/v837724344/2a07f/pgRzc8bnDxs.jpg,https://sun9-15.userapi.com/c837724/v837724344/2a088/v93Q4KRPDhw.jpg,https://sun9-46.userapi.com/c837724/v837724344/2a091/h_4zTDRs4MA.jpg,https://sun9-22.userapi.com/c837724/v837724344/2a09a/yS2OpUmUo6c.jpg,,https://vk.com/market-137051441?w=product-137051441_613658,,,,,ОДЕЯЛА НА ВЫПИСКУ И ДЛЯ ПРОГУЛКИ,№1 КОМПЛЕКТЫ НА ВЫПИСКУ
630604,Комплект на выписку 'Корона',2 900 ?,0.00,"Цена лето 2900/осень-весна 2950/ зима 3000
В комплект входит:
• Одеяло стеганное с рюшей: размер 100х100. Состав: велюр/флис,Наполнитель: синтепон  бязь.
• Бант на резинке 
• Шапочка велюровая/флисовая на синтепоне, с трикотажным подкладом
• Трикотажный набор: пеленка, распашонка, чепчик, ползунки.

Т1",Детская одежда,https://sun9-22.userapi.com/c638717/v638717344/28fe9/HRWGHR2MVOk.jpg,https://sun9-34.userapi.com/c638717/v638717344/2900a/c7Y72O6RcW0.jpg,https://sun9-21.userapi.com/c638717/v638717344/29013/2wpFulB602Q.jpg,https://sun9-8.userapi.com/c638717/v638717344/2901c/Wtt6_OsxC5E.jpg,https://sun9-27.userapi.com/c638717/v638717344/29025/zp8hhYURLtQ.jpg,,https://vk.com/market-137051441?w=product-137051441_630604,,,,,ОДЕЯЛА НА ВЫПИСКУ И ДЛЯ ПРОГУЛКИ,№1 КОМПЛЕКТЫ НА ВЫПИСКУ
630620,Комплект на выписку 'Чудо',2 800 ?,0.00,"Цена лето 2800/осень-весна 2880/ зима 2900
В комплект входит:
Одеяло бязевое стеганное с кружевом: размер 110х110. Наполнитель: синтепон 
Бант на резинке 
Шапочка велюровая на синтепоне
Комбинезон велюровый на кнопках.

т1",Детская одежда,https://sun9-25.userapi.com/c638717/v638717344/29164/1l67b6UT8wo.jpg,https://sun9-23.userapi.com/c638717/v638717344/29175/6gh0UuqICqU.jpg,,,,,https://vk.com/market-137051441?w=product-137051441_630620,,,,,ОДЕЯЛА НА ВЫПИСКУ И ДЛЯ ПРОГУЛКИ,№1 КОМПЛЕКТЫ НА ВЫПИСКУ
630621,Комплект на выписку 'Чудо',2 800 ?,0.00,"Цена лето 2800/осень-весна 2880/ зима 2900
В комплект входит:
Одеяло бязевое стеганное с кружевом: размер 110х110. Наполнитель: синтепон 
Бант на резинке 
Шапочка велюровая на синтепоне
Комбинезон велюровый на кнопках.
 
Т1",Детская одежда,https://sun9-13.userapi.com/c638717/v638717344/29185/oM9jf974eA0.jpg,https://sun9-41.userapi.com/c638717/v638717344/29198/HyvbDUr6lP0.jpg,,,,,https://vk.com/market-137051441?w=product-137051441_630621,,,,,ОДЕЯЛА НА ВЫПИСКУ И ДЛЯ ПРОГУЛКИ,№1 КОМПЛЕКТЫ НА ВЫПИСКУ
663807,Комплект на выписку 'Корона',2 900 ?,0.00,"Цена лето 2900/осень-весна 2950/ зима 3000
В комплект входит:
• Одеяло стеганное с рюшей: размер 100х100. Состав: велюр/флис,Наполнитель: синтепон  бязь.
• Бант на резинке 
• Шапочка велюровая/флисовая на синтепоне, с трикотажным подкладом
• Трикотажный набор: пеленка, распашонка, чепчик, ползунки.

т1",Детская одежда,https://sun9-42.userapi.com/c836531/v836531344/3447f/NCXtYvc43Ks.jpg,https://sun9-31.userapi.com/c836531/v836531344/34490/5vpgb4u5GVE.jpg,https://sun9-70.userapi.com/c836531/v836531344/34499/bkKzyQLWEGU.jpg,https://sun9-53.userapi.com/c836531/v836531344/344a2/W2ww8gIQQlw.jpg,https://sun9-4.userapi.com/c836531/v836531344/344ab/8k6OSnXWW5o.jpg,,https://vk.com/market-137051441?w=product-137051441_663807,,,,,ОДЕЯЛА НА ВЫПИСКУ И ДЛЯ ПРОГУЛКИ,№1 КОМПЛЕКТЫ НА ВЫПИСКУ
730207,Комплект на выписку 'Корона',2 900 ?,0.00,"Цена лето 2900/осень-весна 2950/ зима 3000
В комплект входит:
• Одеяло стеганное с рюшей: размер 100х100. Состав: велюр/флис,Наполнитель: синтепон  бязь.
• Бант на резинке 
• Шапочка велюровая/флисовая на синтепоне, с трикотажным подкладом
• Трикотажный набор: пеленка, распашонка, чепчик, ползунки.

Т1",Детская одежда,https://sun9-12.userapi.com/c836533/v836533344/2f736/MUS4e0vAAmE.jpg,https://sun9-59.userapi.com/c836533/v836533344/2f747/cl-j4R9Bcw8.jpg,https://sun9-25.userapi.com/c836533/v836533344/2f750/0uq06O9XqTk.jpg,https://sun9-13.userapi.com/c836533/v836533344/2f762/w55xm8hkPpE.jpg,https://sun9-58.userapi.com/c841639/v841639881/39ca6/RJM0O-CNskA.jpg,,https://vk.com/market-137051441?w=product-137051441_730207,,,,,ОДЕЯЛА НА ВЫПИСКУ И ДЛЯ ПРОГУЛКИ,№1 КОМПЛЕКТЫ НА ВЫПИСКУ
959736,Комплект на выпику 'ШИК-БЛЕСК',2 800 ?,0.00,"В комплект входит:
1.Конверт-одеяло 
2.Ортопедическая подушечка 
3.Бантик на резинке 
4.Шапочка.

#комплект_на_выписку_шик_блеск

#т2",Детская комната,https://sun9-4.userapi.com/c638724/v638724344/555b0/gISmVTcAr6g.jpg,https://sun9-47.userapi.com/c638724/v638724344/555c0/eAF07dTsXvI.jpg,https://sun9-68.userapi.com/c638724/v638724344/555c9/UdiWzQgVC9s.jpg,https://sun9-72.userapi.com/c638724/v638724344/555d2/FJ0V50VnY3U.jpg,https://sun9-61.userapi.com/c638724/v638724344/555db/_HEd9PHngY8.jpg,,https://vk.com/market-137051441?w=product-137051441_959736,,,,,№1 КОМПЛЕКТЫ НА ВЫПИСКУ,
968232,Комплект на выписку 'Нежность',2 600 ?,0.00,"В комплект входит:
1. Конвертик на молниях ( бязь , велюр , утеплитель синтепон )
2.Одеяло с уголком ( р-р 110 Х 110 )
3.Шапочка велюровая на трикотажном подкладе , синтепон ( р-р 38 )

#комплект_на_выписку_нежность

#т2",Детская комната,https://sun9-72.userapi.com/c840120/v840120524/105e6/bnjP91JZ4Vo.jpg,https://sun9-51.userapi.com/c840120/v840120524/105ff/sEO-mo8ApZI.jpg,https://sun9-29.userapi.com/c840120/v840120524/10608/6UMyrlmhGlY.jpg,https://sun9-62.userapi.com/c840120/v840120524/10611/4rXOCBHS5UY.jpg,https://sun9-2.userapi.com/c840120/v840120524/1061a/nGBIi-SJ-rU.jpg,,https://vk.com/market-137051441?w=product-137051441_968232,,,,,№1 КОМПЛЕКТЫ НА ВЫПИСКУ,
968237,Комплект на выписку 'Нежность',2 600 ?,0.00,"В комплект входит:
1. Конвертик на молниях ( бязь , велюр , утеплитель синтепон )
2.Одеяло с уголком ( р-р 110 Х 110 )
3.Шапочка велюровая на трикотажном подкладе , синтепон ( р-р 38 )

#комплект_на_выписку_нежность

#т2",Детская комната,https://sun9-11.userapi.com/c840120/v840120524/1062c/XjXaGkg9jrI.jpg,https://sun9-65.userapi.com/c840120/v840120524/1063c/1nzy9ccsLo8.jpg,https://sun9-29.userapi.com/c840120/v840120524/10645/-eqsGuNcAko.jpg,https://sun9-49.userapi.com/c840120/v840120524/1064e/VZZJ1Hqae74.jpg,https://sun9-42.userapi.com/c840120/v840120524/10657/3wvCNKpwxfk.jpg,,https://vk.com/market-137051441?w=product-137051441_968237,,,,,№1 КОМПЛЕКТЫ НА ВЫПИСКУ,
968239,Комплект на выписку 'Нежность',2 600 ?,0.00,"В комплект входит:
1. Конвертик на молниях ( бязь , велюр , утеплитель синтепон )
2.Одеяло с уголком ( р-р 110 Х 110 )
3.Шапочка велюровая на трикотажном подкладе , синтепон ( р-р 38 )

#комплект_на_выписку_нежность

#т2
",Детская комната,https://sun9-40.userapi.com/c840120/v840120524/10660/WZjhmkrtqRQ.jpg,https://sun9-29.userapi.com/c840120/v840120524/10670/FTKl_4ql_pg.jpg,https://sun9-54.userapi.com/c840120/v840120524/10679/454BC4C2EV4.jpg,https://sun9-21.userapi.com/c840120/v840120524/10682/QKMCQgYtZEw.jpg,https://sun9-25.userapi.com/c840120/v840120524/1068b/ULF8W5Ou5hY.jpg,,https://vk.com/market-137051441?w=product-137051441_968239,,,,,№1 КОМПЛЕКТЫ НА ВЫПИСКУ,
968240,Комплект на выписку 'Нежность',2 600 ?,0.00,"В комплект входит:
1. Конвертик на молниях ( бязь , велюр , утеплитель синтепон )
2.Одеяло с уголком ( р-р 110 Х 110 )
3.Шапочка велюровая на трикотажном подкладе , синтепон ( р-р 38 )

#комплект_на_выписку_нежность

#т2
",Детская комната,https://sun9-47.userapi.com/c840120/v840120524/106d8/vnrTGi0jFt8.jpg,https://sun9-4.userapi.com/c840120/v840120524/106a4/hFhA4MJmjYk.jpg,https://sun9-57.userapi.com/c840120/v840120524/106ad/ErTg3ZU0414.jpg,https://sun9-21.userapi.com/c840120/v840120524/106b6/p3EUl5Yajeg.jpg,https://sun9-53.userapi.com/c840120/v840120524/106bf/uK2X2vOtDLQ.jpg,,https://vk.com/market-137051441?w=product-137051441_968240,,,,,№1 КОМПЛЕКТЫ НА ВЫПИСКУ,
979201,Комплект на выписку 'Пушинка' ТМ/239,2 600 ?,0.00,"В комплект входит:
1.Плед
2.Уголок
3.Кофточка
4.Штанишки
5.Пинетки
6.Ползунки трикотажные
7.Чепчик трикотажный
8.Бантик на резинке
9.Шапочка

ЦЕНА лето - 2 600 рублей
ЦЕНА осень/весна - 2 800 рублей
ЦЕНА зима - 3 000 рублей

#комплект_на_выписку_пушинка
#т2",Детская комната,https://sun9-17.userapi.com/c837530/v837530524/57d22/xZRRnkJBkn4.jpg,https://sun9-49.userapi.com/c837530/v837530524/57d32/NYdiJqr-oIo.jpg,https://sun9-5.userapi.com/c837530/v837530524/57d3b/WIVzY6RnOuw.jpg,https://sun9-24.userapi.com/c837530/v837530524/57d44/KFKPF1yxvr8.jpg,https://sun9-68.userapi.com/c837530/v837530524/57d4d/vOT0KI0scI8.jpg,,https://vk.com/market-137051441?w=product-137051441_979201,,,,,№1 КОМПЛЕКТЫ НА ВЫПИСКУ,
979202,Комплект на выписку 'Пушинка' ТМ/239,2 600 ?,0.00,"В комплект входит:
1.Плед
2.Уголок
3.Кофточка
4.Штанишки
5.Пинетки
6.Ползунки трикотажные
7.Чепчик трикотажный
8.Бантик на резинке
9.Шапочка

ЦЕНА лето - 2 600 рублей
ЦЕНА осень/весна - 2 800 рублей
ЦЕНА зима - 3 000 рублей

#комплект_на_выписку_пушинка
#т2",Детская комната,https://sun9-28.userapi.com/c837530/v837530524/57d6c/vdLPD3Zy7qQ.jpg,https://sun9-5.userapi.com/c837530/v837530524/57d7c/8juXFpbLkCE.jpg,https://sun9-57.userapi.com/c837530/v837530524/57d85/g3otilUSvNU.jpg,https://sun9-27.userapi.com/c837530/v837530524/57d8e/AXTk8h0h5Uo.jpg,https://sun9-28.userapi.com/c837530/v837530524/57d97/kpH2zeJfBeY.jpg,,https://vk.com/market-137051441?w=product-137051441_979202,,,,,№1 КОМПЛЕКТЫ НА ВЫПИСКУ,
1254668,Комплект на выписку 'Очаровашка',2 950 ?,0.00,"Цена лето 2950/осень-весна 3000/ зима 3050/ зима-овчина 3150
В набор входит :
• Конверт на молнии. Состав: 100% хлопок, утеплитель синтепон, подклад бязь  овчина.
• Одеяло 105Х105. Состав: бязь, синтенон.
• Шапочка теплая на синтепоне. Состав: трикотаж, синтепон, бязь.

#комплект_на_выписку_очаровашка

#т1",Малышам и родителям,https://sun9-38.userapi.com/c639729/v639729680/61039/WeWhKmoVVc4.jpg,https://sun9-69.userapi.com/c639729/v639729680/6100d/bxjzz-nszaE.jpg,https://sun9-29.userapi.com/c639729/v639729680/61017/bznFORn5Dbg.jpg,https://sun9-18.userapi.com/c639729/v639729680/61025/aVvMBdwg3rc.jpg,https://sun9-23.userapi.com/c639729/v639729680/6102f/eFqYFW_z038.jpg,,https://vk.com/market-137051441?w=product-137051441_1254668,,,,,№1 КОМПЛЕКТЫ НА ВЫПИСКУ,
1254695,Комплект для новорожденного 'Зимушка',2 900 ?,0.00,"Цена осень-весна 2900/ зима 3100
В комплект входит:
• Одеяло стеганное : размер 100х100. Состав: велюр/флис,Наполнитель: синтепон  трикотаж.
• Бант на резинке 
• Шапочка велюровая/флисовая на синтепоне, с трикотажным подкладом
• Теплый комбинезон на молниях. Размер 62. Состав: велюр/флис, синтепон, трикотаж.

#комплект_на_выписку_зимушка

#т1",Малышам и родителям,https://sun9-63.userapi.com/c639627/v639627680/68ff6/yEDFaPj3f7w.jpg,https://sun9-40.userapi.com/c639627/v639627680/6900f/p1xDl4Ig8wI.jpg,https://sun9-19.userapi.com/c639627/v639627680/69019/VqCi4Xqq-4g.jpg,https://sun9-4.userapi.com/c639627/v639627680/69023/wDH-MyZo6Go.jpg,https://sun9-48.userapi.com/c639627/v639627680/6902d/SVkD84wtDUw.jpg,,https://vk.com/market-137051441?w=product-137051441_1254695,,,,,№1 КОМПЛЕКТЫ НА ВЫПИСКУ,
1259969,Комплект на выписку 'Розочка',2 950 ?,0.00,"В комплект входит:
1. Одеяло - конверт из гладкокрашеного трикотажа 'велюр', с подкладой из трикотажа, с утеплителем, р-р 0,95 х 0,95 см 
2. Комбинезон из трикотажа 'интерлок', с отделкой из набивного трикотажа и кружева, р-р 56 
3. Чепчик одношовный (лето).

Цена:
лето-2850 руб. 
осень\весна-2950 руб. 
зима-3150руб.

#п",Малышам и родителям,https://sun9-11.userapi.com/c841221/v841221946/1588c/HhwThYiNie4.jpg,https://sun9-39.userapi.com/c841221/v841221946/1589b/Si94GgO6czY.jpg,,,,,https://vk.com/market-137051441?w=product-137051441_1259969,,,,,ОДЕЯЛА НА ВЫПИСКУ И ДЛЯ ПРОГУЛКИ,№1 КОМПЛЕКТЫ НА ВЫПИСКУ
1260004,Комплект на выписку 3-х предметный 'джентльмен',2 950 ?,0.00,"В комплект входит : 
1. Одеяло - конверт из гладкокрашенной х/б ткани, с подкладой из набивной х/б ткани с утеплителем, с поясом на резинке, с бантом, р-р 0,95 х 0,95 см 
2. Комбинезон комбинированный из трикотажных полотен 'интерлок пенье', с аппликацией спереди, р-р 56 
3. Шапка с аппликацией, р-р 40.

Цена:
лето-2950 руб. 
осень\весна-3050 руб. 
зима-3150 руб.

?Чтобы Вы не разочаровались в нашем комплекте после стирки, стирайте их соблюдая не сложные правила стирки:
Стирать желательно жидким порошком для цветных вещей на щадящем режиме при 30 градусах.

?При такой стирке наш комплект ни полиняет, ни вытянется, ни скатается.

Для уточнения цвета, размера и наличия можно написать сюда:
-->[https://vk.com/im?media=&sel=-137051441|написать сообщение в сообщество]

-->[https://vk.com/im?media=&sel=460918084|написать  сообщение Ирине Кисловой]

П",Малышам и родителям,https://sun9-55.userapi.com/c824203/v824203167/1e18e/Bk3PSSfckxI.jpg,https://sun9-18.userapi.com/c824203/v824203167/1e1a5/uFLC8QwmYLM.jpg,,,,,https://vk.com/market-137051441?w=product-137051441_1260004,,,,,ОДЕЯЛА НА ВЫПИСКУ И ДЛЯ ПРОГУЛКИ,№1 КОМПЛЕКТЫ НА ВЫПИСКУ
1260013,Комплект на выписку 'Джентльмен',2 850 ?,0.00,"В комплект входит: 
1. Одеяло конверт из трикотажа 'велюр', с подкладой из набивной х/б ткани с утеплителем, с поясом на резинке, с бантом, р-р 0,95 х 0,95 см 
2. Комбинезон из трикотажного полотна 'интерлок пенье', с отделкой из набивной х/б ткани, р-р 56 
3. Шапка р-р 40.

Цена:
лето-2850 руб. 
осень\весна-2950 руб. 
зима-3050 руб.
?Чтобы Вы не разочаровались в нашем комплекте после стирки, стирайте их соблюдая не сложные правила стирки:
Стирать желательно жидким порошком для цветных вещей на щадящем режиме при 30 градусах.

?При такой стирке наш комплект ни полиняет, ни вытянется, ни скатается.

Для уточнения цвета, размера и наличия можно написать сюда:
-->[https://vk.com/im?media=&sel=-137051441|написать сообщение в сообщество]

-->[https://vk.com/im?media=&sel=460918084|написать  сообщение Ирине Кисловой]

П",Малышам и родителям,https://sun9-68.userapi.com/c834404/v834404167/21523/6pDZh24VD7k.jpg,https://sun9-35.userapi.com/c834404/v834404167/2155d/LhXJhHwQusM.jpg,,,,,https://vk.com/market-137051441?w=product-137051441_1260013,,,,,ОДЕЯЛА НА ВЫПИСКУ И ДЛЯ ПРОГУЛКИ,№1 КОМПЛЕКТЫ НА ВЫПИСКУ
1260222,Комплект на выписку 'Престиж',2 950 ?,0.00,"В комплект входит:
1. Одеяло - конверт, р-р 0,95 х 0,95 см, из трикотажа 'велюр', с подкладой из набивного трикотажа 'интерлок пенье', с утеплителем 
2. Комбинезон с капюшоном из трикотажа 'велюр', с подкладой из набивного трикотажа 'интерлок пенье', р-р 56 
3. Шапка из трикотажа 'велюр' с подкладой и утеплителем, р-р 40 
4. Комбинезон из набивного трикотажа 'интерлок пенье', р-р 56 
5. Шапочка из набивного трикотажа 'интерлок', р-р 40.

Цена:
лето-2950 руб. 
осень\весна-3050 руб. 
зима-3150 руб.

#п",Малышам и родителям,https://sun9-16.userapi.com/c841028/v841028138/3a155/C7qm9brjLqc.jpg,https://sun9-41.userapi.com/c841028/v841028138/3a164/3zmRV8mXqx8.jpg,,,,,https://vk.com/market-137051441?w=product-137051441_1260222,,,,,№1 КОМПЛЕКТЫ НА ВЫПИСКУ,
